pck_size,Ether_type,LLC_dsap,LLC_ssap,LLC_ctrl,EAPOL_version,EAPOL_type,EAPOL_len,IP_version,IP_ihl,IP_tos,IP_len,IP_flags,IP_Z,IP_MF,IP_id,IP_chksum,IP_DF,IP_frag,IP_ttl,IP_proto,IP_options,IP_add_count,ICMP_type,ICMP_code,ICMP_chksum,ICMP_id,ICMP_seq,ICMP_ts_ori,ICMP_ts_rx,ICMP_ts_tx,ICMP_ptr,ICMP_reserved,ICMP_length,ICMP_nexthopmtu,ICMP_unused,TCP_seq,TCP_ack,TCP_dataofs,TCP_reserved,TCP_flags,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,TCP_chksum,TCP_urgptr,TCP_options,UDP_len,UDP_chksum,DHCP_options,BOOTP_op,BOOTP_htype,BOOTP_hlen,BOOTP_hops,BOOTP_xid,BOOTP_secs,BOOTP_flags,BOOTP_sname,BOOTP_file,BOOTP_options,DNS_length,DNS_id,DNS_qr,DNS_opcode,DNS_aa,DNS_tc,DNS_rd,DNS_ra,DNS_z,DNS_ad,DNS_cd,DNS_rcode,DNS_qdcount,DNS_ancount,DNS_nscount,DNS_arcount,sport_class,dport_class,sport23,dport23,sport,dport,TCP_sport,TCP_dport,UDP_sport,UDP_dport,payload_bytes,entropy,Protocol,Label
67,2048,0,0,0,0,0,0,4,5,0,67,3,0,0,0,4614,1,0,64,17,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,26499,0,0,0,0,0,0,0,1,0,0,0,0,27862,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,2,2,53,26213,53,0,0,26213,53,39,3.5723602879090754,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,43218,54701,1,0,64,6,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,2537619100,3657788164,5,0,4,0,0,0,0,1,0,0,0,8440,50143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4810,8443,4810,8443,0,0,0,0.0,4,1
76,2048,0,0,0,0,0,0,4,5,0,76,3,0,0,18188,23394,1,0,64,17,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,63332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,2,123,3073,123,0,0,3073,123,48,1.7615269675321183,5,1
60,2048,0,0,0,0,0,0,4,5,0,60,3,0,0,54127,38006,1,0,63,6,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,994737044,0,10,0,2,0,1,0,0,0,0,0,0,65535,28234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,443,41790,443,41790,443,0,0,0,0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,3971,4812,1,0,64,6,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,2168341886,3567825118,5,0,4,0,0,0,0,1,0,0,0,2920,2950,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4902,8443,4902,8443,0,0,0,0.0,4,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,62725,55298,1,0,64,6,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,1597880862,3324518037,5,0,4,0,0,0,0,1,0,0,0,8440,25800,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3229,8443,3229,8443,0,0,1380,7.559363332410438,5,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,11748,56750,1,0,64,6,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3644019230,3661639940,5,0,4,0,0,0,0,1,0,0,0,8440,44449,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4461,8443,4461,8443,0,0,1380,7.608486237352837,7,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,0,32590,1,0,64,6,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,2180728254,0,5,0,8,0,0,1,0,0,0,0,0,0,64878,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3643,8443,3643,8443,0,0,0,0.0,5,1
389,2048,0,0,0,0,0,0,4,5,0,389,3,0,0,33389,30979,1,0,64,6,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3318266017,727258212,5,0,5,0,0,0,1,1,0,0,0,2920,24003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3732,3475,3732,3475,0,0,349,3.8744773373259127,4,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,18179,26535,1,0,64,6,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,4160422001,3704498760,5,0,4,0,0,0,0,1,0,0,0,8440,43008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3733,8443,3733,8443,0,0,1380,7.60154699256076,4,1
77,2048,0,0,0,0,0,0,4,5,0,77,3,0,0,9945,59896,1,0,64,6,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1166452142,2893876121,5,0,5,0,0,0,1,1,0,0,0,8440,16806,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4168,8443,4168,8443,0,0,37,5.155399311574898,4,1
445,2048,0,0,0,0,0,0,4,5,0,445,3,0,0,0,28828,1,0,4,17,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,425,4815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,2,2,3080,1900,0,0,3080,1900,417,5.4838989813247006,2,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,28029,59960,1,0,64,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1461278215,3312140759,5,0,4,0,0,0,0,1,0,0,0,8440,48855,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3121,8443,3121,8443,0,0,1380,7.612171289613599,18,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,35730,53639,1,0,64,6,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1244210000,997228809,5,0,4,0,0,0,0,1,0,0,0,8440,22131,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4037,8443,4037,8443,0,0,0,0.0,10,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,19923,12461,1,0,64,6,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,1683413905,1708095805,5,0,4,0,0,0,0,1,0,0,0,2920,38208,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4844,8443,4844,8443,0,0,0,0.0,4,1
60,2048,0,0,0,0,0,0,4,5,0,60,3,0,0,13710,59264,1,0,63,6,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,2644135789,0,10,0,2,0,1,0,0,0,0,0,0,65535,51755,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,53911,8443,53911,8443,0,0,0,0.0,4,1
63,2048,0,0,0,0,0,0,4,5,0,63,3,0,0,0,4618,1,0,64,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,39504,0,0,0,0,0,0,0,1,0,0,0,0,48896,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,2,2,53,43295,53,0,0,43295,53,35,3.3071562309216134,3,1
