pck_size,Ether_type,LLC_dsap,LLC_ssap,LLC_ctrl,EAPOL_version,EAPOL_type,EAPOL_len,IP_version,IP_ihl,IP_tos,IP_len,IP_flags,IP_Z,IP_MF,IP_id,IP_chksum,IP_DF,IP_frag,IP_ttl,IP_proto,IP_options,IP_add_count,ICMP_type,ICMP_code,ICMP_chksum,ICMP_id,ICMP_seq,ICMP_ts_ori,ICMP_ts_rx,ICMP_ts_tx,ICMP_ptr,ICMP_reserved,ICMP_length,ICMP_nexthopmtu,ICMP_unused,TCP_seq,TCP_ack,TCP_dataofs,TCP_reserved,TCP_flags,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,TCP_chksum,TCP_urgptr,TCP_options,UDP_len,UDP_chksum,DHCP_options,BOOTP_op,BOOTP_htype,BOOTP_hlen,BOOTP_hops,BOOTP_xid,BOOTP_secs,BOOTP_flags,BOOTP_sname,BOOTP_file,BOOTP_options,DNS_length,DNS_id,DNS_qr,DNS_opcode,DNS_aa,DNS_tc,DNS_rd,DNS_ra,DNS_z,DNS_ad,DNS_cd,DNS_rcode,DNS_qdcount,DNS_ancount,DNS_nscount,DNS_arcount,sport_class,dport_class,sport23,dport23,sport,dport,TCP_sport,TCP_dport,UDP_sport,UDP_dport,payload_bytes,entropy,Protocol,Label
1237,2048,0,0,0,0,0,0,4,5,0,1237,3,0,0,26138,31156,1,0,64,6,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,3652150209,1407119271,8,0,5,0,0,0,1,1,0,0,0,8392,10132,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3902,8443,3902,8443,0,0,1185,7.547374358228085,4,1
89,2048,0,0,0,0,0,0,4,5,0,89,3,0,0,35316,4046,1,0,64,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1889719354,3460194088,8,0,5,0,0,0,1,1,0,0,0,8392,52892,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4226,8443,4226,8443,0,0,37,5.101345257520845,4,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,35173,17301,1,0,64,6,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,577166849,1164709996,8,0,4,0,0,0,0,1,0,0,0,8392,14493,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3400,8443,3400,8443,0,0,1368,7.580519197469551,4,1
52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,35169,18673,1,0,64,6,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,577166262,1164709937,8,0,4,0,0,0,0,1,0,0,0,8392,22377,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3400,8443,3400,8443,0,0,0,0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,24452,38042,1,0,64,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2192120088,4230148267,5,0,4,0,0,0,0,1,0,0,0,5680,40064,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3303,8443,3303,8443,0,0,0,0.0,4,1
95,34958,0,0,0,1,3,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,95,1.6313145368868314,4,1
89,2048,0,0,0,0,0,0,4,5,0,89,3,0,0,5770,52672,1,0,64,6,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,3927415197,227087746,8,0,5,0,0,0,1,1,0,0,0,8392,46445,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4625,8443,4625,8443,0,0,37,5.2094533656289554,4,1
450,2048,0,0,0,0,0,0,4,5,0,450,3,0,0,0,28843,1,0,4,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,430,50927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,2,2,3075,1900,0,0,3075,1900,422,5.538679452736206,3,1
60,2048,0,0,0,0,0,0,4,5,0,60,3,0,0,20347,56432,1,0,63,6,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,630729647,0,10,0,2,0,1,0,0,0,0,0,0,65535,58242,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,443,39203,443,39203,443,0,0,0,0.0,4,1
52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,52696,45910,1,0,64,6,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1913700446,957373230,8,0,4,0,0,0,0,1,0,0,0,5656,50265,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3452,8443,3452,8443,0,0,0,0.0,3,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,60554,37655,1,0,64,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1887236680,4276551874,8,0,4,0,0,0,0,1,0,0,0,8392,61882,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4863,8443,4863,8443,0,0,1368,7.574090304094023,4,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,56396,52130,1,0,64,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2214264969,772146089,5,0,4,0,0,0,0,1,0,0,0,8440,15258,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4970,8443,4970,8443,0,0,1380,7.589098113958821,4,1
1080,2048,0,0,0,0,0,0,4,5,0,1080,3,0,0,56131,18665,1,0,64,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1708471263,967496272,5,0,5,0,0,0,1,1,0,0,0,8440,8995,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3964,8443,3964,8443,0,0,1040,7.5270158922180155,3,1
52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,9523,23221,1,0,64,6,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3683536645,1644934865,8,0,4,0,0,0,0,1,0,0,0,3962,4830,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,443,3699,443,3699,443,0,0,0,0.0,4,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,17553,13303,1,0,64,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2212246835,2981813943,5,0,4,0,0,0,0,1,0,0,0,8440,18326,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,443,3896,443,3896,443,0,0,1380,7.600876272118014,5,1
