pck_size,Ether_type,LLC_dsap,LLC_ssap,LLC_ctrl,EAPOL_version,EAPOL_type,EAPOL_len,IP_version,IP_ihl,IP_tos,IP_len,IP_flags,IP_Z,IP_MF,IP_id,IP_chksum,IP_DF,IP_frag,IP_ttl,IP_proto,IP_options,IP_add_count,ICMP_type,ICMP_code,ICMP_chksum,ICMP_id,ICMP_seq,ICMP_ts_ori,ICMP_ts_rx,ICMP_ts_tx,ICMP_ptr,ICMP_reserved,ICMP_length,ICMP_nexthopmtu,ICMP_unused,TCP_seq,TCP_ack,TCP_dataofs,TCP_reserved,TCP_flags,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,TCP_chksum,TCP_urgptr,TCP_options,UDP_len,UDP_chksum,DHCP_options,BOOTP_op,BOOTP_htype,BOOTP_hlen,BOOTP_hops,BOOTP_xid,BOOTP_secs,BOOTP_flags,BOOTP_sname,BOOTP_file,BOOTP_options,DNS_length,DNS_id,DNS_qr,DNS_opcode,DNS_aa,DNS_tc,DNS_rd,DNS_ra,DNS_z,DNS_ad,DNS_cd,DNS_rcode,DNS_qdcount,DNS_ancount,DNS_nscount,DNS_arcount,sport_class,dport_class,sport23,dport23,sport,dport,TCP_sport,TCP_dport,UDP_sport,UDP_dport,payload_bytes,entropy,Protocol,Label
40,2048,0,0,0,0,0,0,4,5,0,40,2,0,0,24,54500,0,0,255,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2627891750,1092323085,5,0,4,0,0,0,0,1,0,0,0,8400,4333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,80,49154,80,49154,80,0,0,0,0.0,5,1
552,2048,0,0,0,0,0,0,4,5,0,552,2,0,0,20,53992,0,0,255,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2546052793,2458456447,5,0,5,0,0,0,1,1,0,0,0,7329,27900,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,80,49154,80,49154,80,0,0,512,3.918215990910882,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,2,0,0,30,54494,0,0,255,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2330442732,635150712,5,0,4,0,0,0,0,1,0,0,0,7613,56521,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,80,49154,80,49154,80,0,0,0,0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,2,0,0,29,54495,0,0,255,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2396514215,2527405496,5,0,7,1,0,0,0,1,0,0,0,7614,47122,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,80,49154,80,49154,80,0,0,0,0.0,5,1
40,2048,0,0,0,0,0,0,4,5,0,40,2,0,0,28,54496,0,0,255,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4163875760,658032752,5,0,7,1,0,0,0,1,0,0,0,7614,20326,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,80,49154,80,49154,80,0,0,0,0.0,4,1
44,2048,0,0,0,0,0,0,4,5,0,44,2,0,0,8,54512,0,0,255,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1988350255,0,6,0,2,0,1,0,0,0,0,0,0,8400,35001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,80,49154,80,49154,80,0,0,0,0.0,4,1
552,2048,0,0,0,0,0,0,4,5,0,552,2,0,0,22,53990,0,0,255,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3894897151,1902491550,5,0,5,0,0,0,1,1,0,0,0,7329,16042,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,80,49154,80,49154,80,0,0,512,-0.0,18,1
238,2048,0,0,0,0,0,0,4,5,0,238,2,0,0,13,54313,0,0,255,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2396509049,2527404308,5,0,5,0,0,0,1,1,0,0,0,7354,30767,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,80,49154,80,49154,80,0,0,198,5.00674125266764,4,1
313,2048,0,0,0,0,0,0,4,5,0,313,2,0,0,27,54224,0,0,255,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,496677130,2929477980,5,0,5,0,0,0,1,1,0,0,0,8400,18221,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,80,49154,80,49154,80,0,0,273,5.144956956708403,4,1
107,2048,0,0,0,0,0,0,4,5,0,107,2,0,0,14,54443,0,0,255,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2779816754,1934674987,5,0,5,0,0,0,1,1,0,0,0,7329,7750,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,80,49154,80,49154,80,0,0,67,4.545962751174723,5,1
