pck_size,Ether_type,LLC_dsap,LLC_ssap,LLC_ctrl,EAPOL_version,EAPOL_type,EAPOL_len,IP_version,IP_ihl,IP_tos,IP_len,IP_flags,IP_Z,IP_MF,IP_id,IP_chksum,IP_DF,IP_frag,IP_ttl,IP_proto,IP_options,IP_add_count,ICMP_type,ICMP_code,ICMP_chksum,ICMP_id,ICMP_seq,ICMP_ts_ori,ICMP_ts_rx,ICMP_ts_tx,ICMP_ptr,ICMP_reserved,ICMP_length,ICMP_nexthopmtu,ICMP_unused,TCP_seq,TCP_ack,TCP_dataofs,TCP_reserved,TCP_flags,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,TCP_chksum,TCP_urgptr,TCP_options,UDP_len,UDP_chksum,DHCP_options,BOOTP_op,BOOTP_htype,BOOTP_hlen,BOOTP_hops,BOOTP_xid,BOOTP_secs,BOOTP_flags,BOOTP_sname,BOOTP_file,BOOTP_options,DNS_length,DNS_id,DNS_qr,DNS_opcode,DNS_aa,DNS_tc,DNS_rd,DNS_ra,DNS_z,DNS_ad,DNS_cd,DNS_rcode,DNS_qdcount,DNS_ancount,DNS_nscount,DNS_arcount,sport_class,dport_class,sport23,dport23,sport,dport,TCP_sport,TCP_dport,UDP_sport,UDP_dport,payload_bytes,entropy,Protocol,Label
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,0,4235,1,0,64,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,707481114,0,5,0,8,0,0,1,0,0,0,0,0,0,56784,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3722,8443,3722,8443,0,0,0,0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,48311,61467,1,0,64,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,454489378,3669120068,5,0,4,0,0,0,0,1,0,0,0,2920,43141,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3519,8443,3519,8443,0,0,0,0.0,4,1
52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,51544,15302,1,0,64,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,958919327,0,8,0,2,0,1,0,0,0,0,0,0,5840,50520,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4615,8059,4615,8059,0,0,0,0.0,4,1
475,2048,0,0,0,0,0,0,4,5,0,475,3,0,0,0,28752,1,0,4,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,455,17176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,2,2,3084,1900,0,0,3084,1900,447,5.560286364665419,9,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,4875,56111,1,0,64,6,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,11726925,3019029676,5,0,4,0,0,0,0,1,0,0,0,8440,47424,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3535,8443,3535,8443,0,0,1380,7.586651032761482,4,1
445,2048,0,0,0,0,0,0,4,5,0,445,3,0,0,0,28720,1,0,4,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,425,61817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,2,2,3074,1900,0,0,3074,1900,417,5.482225931624979,10,1
78,2048,0,0,0,0,0,0,4,5,0,78,3,0,0,29185,3766,1,0,64,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4207364444,1811777903,5,0,5,0,0,0,1,1,0,0,0,8440,6986,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3869,8443,3869,8443,0,0,38,5.090032776601484,4,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,616,6679,1,0,64,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1503638890,275153295,5,0,4,0,0,0,0,1,0,0,0,8440,46501,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3718,8443,3718,8443,0,0,1380,7.589376092200701,4,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,45907,1785,1,0,64,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4064520382,2720664637,8,0,4,0,0,0,0,1,0,0,0,4288,15296,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,4269,8443,4269,8443,0,0,1368,7.604773211931295,5,1
1420,2048,0,0,0,0,0,0,4,5,0,1420,3,0,0,2010,6783,1,0,64,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2052774416,3465430172,5,0,4,0,0,0,0,1,0,0,0,8440,59379,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,2,3483,8443,3483,8443,0,0,1380,7.57623506910478,4,1
