pck_size,Ether_type,LLC_dsap,LLC_ssap,LLC_ctrl,EAPOL_version,EAPOL_type,EAPOL_len,IP_version,IP_ihl,IP_tos,IP_len,IP_flags,IP_Z,IP_MF,IP_id,IP_chksum,IP_DF,IP_frag,IP_ttl,IP_proto,IP_options,IP_add_count,ICMP_type,ICMP_code,ICMP_chksum,ICMP_id,ICMP_seq,ICMP_ts_ori,ICMP_ts_rx,ICMP_ts_tx,ICMP_ptr,ICMP_reserved,ICMP_length,ICMP_nexthopmtu,ICMP_unused,TCP_seq,TCP_ack,TCP_dataofs,TCP_reserved,TCP_flags,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,TCP_chksum,TCP_urgptr,TCP_options,UDP_len,UDP_chksum,DHCP_options,BOOTP_op,BOOTP_htype,BOOTP_hlen,BOOTP_hops,BOOTP_xid,BOOTP_secs,BOOTP_flags,BOOTP_sname,BOOTP_file,BOOTP_options,DNS_length,DNS_id,DNS_qr,DNS_opcode,DNS_aa,DNS_tc,DNS_rd,DNS_ra,DNS_z,DNS_ad,DNS_cd,DNS_rcode,DNS_qdcount,DNS_ancount,DNS_nscount,DNS_arcount,sport_class,dport_class,sport23,dport23,sport,dport,TCP_sport,TCP_dport,UDP_sport,UDP_dport,payload_bytes,entropy,Protocol,Label
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,23,53669,1,0,128,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,132429807,911668225,5,0,4,0,0,0,0,1,0,0,0,4380,53674,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50191,62910,50191,0,0,6,-0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,19,53673,1,0,128,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1042001784,1868591002,5,0,4,0,0,0,0,1,0,0,0,4380,61485,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,49961,62910,49961,0,0,6,-0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,27,53665,1,0,128,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1753095056,485347084,5,0,4,0,0,0,0,1,0,0,0,4380,19099,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50498,62910,50498,0,0,6,-0.0,4,1
44,2048,0,0,0,0,0,0,4,5,0,44,3,0,0,13,53675,1,0,128,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2098981629,2787370592,5,0,5,0,0,0,1,1,0,0,0,4380,27734,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50337,62910,50337,0,0,4,2.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,25,53667,1,0,128,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,922534967,905814609,5,0,4,0,0,0,0,1,0,0,0,4380,59444,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50222,62910,50222,0,0,6,-0.0,5,1
44,2048,0,0,0,0,0,0,4,5,0,44,3,0,0,19,53669,1,0,128,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3396752371,3257418213,5,0,5,0,0,0,1,1,0,0,0,4380,19202,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50203,62910,50203,0,0,4,2.0,5,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,17,53675,1,0,128,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,139041836,4245498645,5,0,4,0,0,0,0,1,0,0,0,4380,61156,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50280,62910,50280,0,0,6,-0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,16,53676,1,0,128,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3396752367,3257418177,5,0,4,0,0,0,0,1,0,0,0,4380,39290,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50203,62910,50203,0,0,6,-0.0,4,1
44,2048,0,0,0,0,0,0,4,5,0,44,3,0,0,12,53676,1,0,128,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,139041493,4245498605,5,0,5,0,0,0,1,1,0,0,0,4380,38419,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50280,62910,50280,0,0,4,2.0,4,1
44,2048,0,0,0,0,0,0,4,5,0,44,3,0,0,18,53670,1,0,128,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2763259768,654100089,5,0,5,0,0,0,1,1,0,0,0,4380,53137,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50529,62910,50529,0,0,4,2.0,4,1
44,2048,0,0,0,0,0,0,4,5,0,44,3,0,0,7,53681,1,0,128,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,489375988,539036484,6,0,3,0,1,0,0,1,0,0,0,4380,4919,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50138,62910,50138,0,0,2,-0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,33,53659,1,0,128,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,301607815,3099351519,5,0,4,0,0,0,0,1,0,0,0,4380,27641,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50127,62910,50127,0,0,6,-0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,21,53671,1,0,128,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1042001787,3940230157,5,0,4,0,0,0,0,1,0,0,0,4380,49019,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50154,62910,50154,0,0,6,-0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,15,53677,1,0,128,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,139041832,4245498609,5,0,4,0,0,0,0,1,0,0,0,4380,61196,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50280,62910,50280,0,0,6,-0.0,4,1
328,2048,0,0,0,0,0,0,4,5,0,328,2,0,0,4,14754,0,0,128,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,308,30223,3,1,1,6,0,183736601,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,68,67,68,67,0,0,68,67,300,1.7272306815904894,4,1
110,2048,0,0,0,0,0,0,4,5,0,110,3,0,0,10,53612,1,0,128,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3396751954,3257418137,5,0,5,0,0,0,1,1,0,0,0,4380,4583,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,3,62910,50203,62910,50203,0,0,70,3.433335477039124,3,1
