pck_size,Ether_type,LLC_dsap,LLC_ssap,LLC_ctrl,EAPOL_version,EAPOL_type,EAPOL_len,IP_version,IP_ihl,IP_tos,IP_len,IP_flags,IP_Z,IP_MF,IP_id,IP_chksum,IP_DF,IP_frag,IP_ttl,IP_proto,IP_options,IP_add_count,ICMP_type,ICMP_code,ICMP_chksum,ICMP_id,ICMP_seq,ICMP_ts_ori,ICMP_ts_rx,ICMP_ts_tx,ICMP_ptr,ICMP_reserved,ICMP_length,ICMP_nexthopmtu,ICMP_unused,TCP_seq,TCP_ack,TCP_dataofs,TCP_reserved,TCP_flags,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,TCP_chksum,TCP_urgptr,TCP_options,UDP_len,UDP_chksum,DHCP_options,BOOTP_op,BOOTP_htype,BOOTP_hlen,BOOTP_hops,BOOTP_xid,BOOTP_secs,BOOTP_flags,BOOTP_sname,BOOTP_file,BOOTP_options,DNS_length,DNS_id,DNS_qr,DNS_opcode,DNS_aa,DNS_tc,DNS_rd,DNS_ra,DNS_z,DNS_ad,DNS_cd,DNS_rcode,DNS_qdcount,DNS_ancount,DNS_nscount,DNS_arcount,sport_class,dport_class,sport23,dport23,sport,dport,TCP_sport,TCP_dport,UDP_sport,UDP_dport,payload_bytes,entropy,Protocol,Label
820,2048,0,0,0,0,0,0,4,5,0,820,3,0,0,58066,51121,1,0,64,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3511815262,2690596774,8,0,5,0,0,0,1,1,0,0,0,7024,59327,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,443,44181,443,44181,443,0,0,768,7.733229530670482,9,1
52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,30455,21686,1,0,64,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3406775208,2405426830,8,0,4,0,0,0,0,1,0,0,0,2920,60145,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,443,54299,443,54299,443,0,0,0,0.0,15,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,11231,17166,1,0,64,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,814711089,355450371,5,0,4,0,0,0,0,1,0,0,0,17112,20083,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,443,52215,443,52215,443,0,0,6,-0.0,7,1
52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,47129,5012,1,0,64,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3285979958,3186749889,8,0,4,0,0,0,0,1,0,0,0,2920,3643,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,443,51848,443,51848,443,0,0,0,0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,560,27837,1,0,64,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1187382541,1432098518,5,0,4,0,0,0,0,1,0,0,0,11200,22829,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,443,42307,443,42307,443,0,0,6,-0.0,7,1
52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,37764,6656,1,0,64,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,675095944,3517166301,8,0,4,0,0,0,0,1,0,0,0,2920,34998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,443,55903,443,55903,443,0,0,0,0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,4293,24104,1,0,64,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1215555769,1212203700,5,0,4,0,0,0,0,1,0,0,0,2920,62821,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,443,42310,443,42310,443,0,0,6,-0.0,8,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,666,27731,1,0,64,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1187422884,1432131730,5,0,4,0,0,0,0,1,0,0,0,17399,8610,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,443,42307,443,42307,443,0,0,6,-0.0,8,1
52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,47392,4749,1,0,64,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,261048827,2040157212,8,0,7,1,0,0,0,1,0,0,0,3519,52079,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,443,51858,443,51858,443,0,0,0,0.0,8,1
1052,2048,0,0,0,0,0,0,4,5,0,1052,3,0,0,65519,51157,1,0,64,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,166168913,190903168,8,0,5,0,0,0,1,1,0,0,0,2920,59272,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,443,54315,443,54315,443,0,0,1000,7.787735608065572,9,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,8990,19407,1,0,64,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2605220680,1305174908,5,0,4,0,0,0,0,1,0,0,0,2920,33958,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,443,33359,443,33359,443,0,0,6,-0.0,7,1
103,2048,0,0,0,0,0,0,4,5,0,103,3,0,0,63778,53847,1,0,64,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3352873421,831586716,8,0,5,0,0,0,1,1,0,0,0,2920,50370,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,443,51043,443,51043,443,0,0,51,5.201837106677383,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,37694,56238,1,0,64,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3779176403,2786591650,5,0,4,0,0,0,0,1,0,0,0,2920,59901,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,443,47616,443,47616,443,0,0,6,-0.0,9,1
