pck_size,Ether_type,LLC_dsap,LLC_ssap,LLC_ctrl,EAPOL_version,EAPOL_type,EAPOL_len,IP_version,IP_ihl,IP_tos,IP_len,IP_flags,IP_Z,IP_MF,IP_id,IP_chksum,IP_DF,IP_frag,IP_ttl,IP_proto,IP_options,IP_add_count,ICMP_type,ICMP_code,ICMP_chksum,ICMP_id,ICMP_seq,ICMP_ts_ori,ICMP_ts_rx,ICMP_ts_tx,ICMP_ptr,ICMP_reserved,ICMP_length,ICMP_nexthopmtu,ICMP_unused,TCP_seq,TCP_ack,TCP_dataofs,TCP_reserved,TCP_flags,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,TCP_chksum,TCP_urgptr,TCP_options,UDP_len,UDP_chksum,DHCP_options,BOOTP_op,BOOTP_htype,BOOTP_hlen,BOOTP_hops,BOOTP_xid,BOOTP_secs,BOOTP_flags,BOOTP_sname,BOOTP_file,BOOTP_options,DNS_length,DNS_id,DNS_qr,DNS_opcode,DNS_aa,DNS_tc,DNS_rd,DNS_ra,DNS_z,DNS_ad,DNS_cd,DNS_rcode,DNS_qdcount,DNS_ancount,DNS_nscount,DNS_arcount,sport_class,dport_class,sport23,dport23,sport,dport,TCP_sport,TCP_dport,UDP_sport,UDP_dport,payload_bytes,entropy,Protocol,Label
107,2048,0,0,0,0,0,0,4,5,0,107,3,0,0,766,51157,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408120067,3812804968,5,0,5,0,0,0,1,1,0,0,0,4380,42504,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,67,5.774898518751396,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,663,51327,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408117667,3812803858,5,0,4,0,0,0,0,1,0,0,0,4380,23687,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,6,-0.0,7,1
71,2048,0,0,0,0,0,0,4,5,0,71,3,0,0,144,51815,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3956248596,1085702979,5,0,5,0,0,0,1,1,0,0,0,4380,16704,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,51067,9292,51067,9292,0,0,31,4.607264455478377,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,179,51811,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3956249744,1085703324,5,0,4,0,0,0,0,1,0,0,0,4341,15787,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,51067,9292,51067,9292,0,0,6,-0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,682,51308,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408118067,3812804103,5,0,4,0,0,0,0,1,0,0,0,4380,23042,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,6,-0.0,7,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,358,51632,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3956255392,1085704952,5,0,4,0,0,0,0,1,0,0,0,4380,8472,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,51067,9292,51067,9292,0,0,6,-0.0,3,1
71,2048,0,0,0,0,0,0,4,5,0,71,3,0,0,611,51348,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408116347,3812803326,5,0,5,0,0,0,1,1,0,0,0,4380,19966,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,31,4.607264455478377,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,106,51884,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3956247569,1085702653,5,0,4,0,0,0,0,1,0,0,0,4380,18594,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,51067,9292,51067,9292,0,0,6,-0.0,4,1
107,2048,0,0,0,0,0,0,4,5,0,107,3,0,0,445,51478,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408112411,3812801481,5,0,5,0,0,0,1,1,0,0,0,4380,57714,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,67,5.624154258003489,1,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,277,51713,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3956253000,1085704187,5,0,4,0,0,0,0,1,0,0,0,4347,11662,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,51067,9292,51067,9292,0,0,6,-0.0,4,1
71,2048,0,0,0,0,0,0,4,5,0,71,3,0,0,816,51143,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408121163,3812805558,5,0,5,0,0,0,1,1,0,0,0,4380,47571,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,31,4.567099536193328,4,1
107,2048,0,0,0,0,0,0,4,5,0,107,3,0,0,664,51259,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408117667,3812803858,5,0,5,0,0,0,1,1,0,0,0,4380,32822,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,67,5.786165496395628,3,1
120,2048,0,0,0,0,0,0,4,5,0,120,3,0,0,345,51565,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3956255076,1085704749,5,0,5,0,0,0,1,1,0,0,0,4380,15932,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,51067,9292,51067,9292,0,0,80,5.918619813556227,4,1
98,2048,0,0,0,0,0,0,4,5,0,98,3,0,0,178,51754,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3956249686,1085703285,5,0,5,0,0,0,1,1,0,0,0,4380,16278,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,51067,9292,51067,9292,0,0,58,5.5346208657799245,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,743,51247,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408119447,3812804776,5,0,4,0,0,0,0,1,0,0,0,4380,20989,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,6,-0.0,8,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,646,51344,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408117285,3812803717,5,0,4,0,0,0,0,1,0,0,0,4341,24249,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,6,-0.0,4,1
120,2048,0,0,0,0,0,0,4,5,0,120,3,0,0,696,51214,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408118387,3812804206,5,0,5,0,0,0,1,1,0,0,0,4380,20752,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,80,6.018619813556228,14,1
89,2048,0,0,0,0,0,0,4,5,0,89,3,0,0,452,51489,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408112540,3812801595,5,0,5,0,0,0,1,1,0,0,0,4380,14573,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,49,5.022474129652885,8,1
71,2048,0,0,0,0,0,0,4,5,0,71,3,0,0,428,51531,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408111931,3812801328,5,0,5,0,0,0,1,1,0,0,0,4380,39744,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,31,4.542748326446119,4,1
71,2048,0,0,0,0,0,0,4,5,0,71,3,0,0,343,51616,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408109783,3812800425,5,0,5,0,0,0,1,1,0,0,0,4380,2060,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,31,4.607264455478377,16,1
120,2048,0,0,0,0,0,0,4,5,0,120,3,0,0,762,51148,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408119907,3812804918,5,0,5,0,0,0,1,1,0,0,0,4380,9474,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,80,6.0374920011103175,7,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,342,51648,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408109783,3812800425,5,0,4,0,0,0,0,1,0,0,0,4380,35004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,6,-0.0,4,1
120,2048,0,0,0,0,0,0,4,5,0,120,3,0,0,633,51277,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408116889,3812803514,5,0,5,0,0,0,1,1,0,0,0,4380,35360,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,80,5.862492001110315,14,1
71,2048,0,0,0,0,0,0,4,5,0,71,3,0,0,643,51316,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408117147,3812803678,5,0,5,0,0,0,1,1,0,0,0,4380,54980,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,31,4.647429374763425,14,1
89,2048,0,0,0,0,0,0,4,5,0,89,3,0,0,177,51764,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3956249637,1085703285,5,0,5,0,0,0,1,1,0,0,0,4380,14097,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,51067,9292,51067,9292,0,0,49,5.2573674970881275,4,1
71,2048,0,0,0,0,0,0,4,5,0,71,3,0,0,749,51210,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408119587,3812804815,5,0,5,0,0,0,1,1,0,0,0,4380,5684,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,31,4.7362967135428935,3,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,131,51859,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3956248306,1085702815,5,0,4,0,0,0,0,1,0,0,0,4354,17721,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,51067,9292,51067,9292,0,0,6,-0.0,4,1
40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,665,51325,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408117734,3812803891,5,0,4,0,0,0,0,1,0,0,0,4347,23620,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,6,-0.0,3,1
71,2048,0,0,0,0,0,0,4,5,0,71,3,0,0,501,51458,1,0,128,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1408113550,3812802104,5,0,5,0,0,0,1,1,0,0,0,4380,37349,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,2,50756,9292,50756,9292,0,0,31,4.671780584510637,4,1
